DOI,Titulo_Tokens,Abstract_Tokens,Autores,Fecha,Seccion
10.48550./arXiv.2503.11302,be formal functional linguistic mechanism dissociate,large language model LLMs be increasingly capable capability be unevenly distribute excel formal linguistic task such produce fluent grammatical text struggle more functional linguistic task reasoning consistent fact retrieval inspire neuroscience recent work suggest to succeed formal functional linguistic task llm should use different mechanism such localization could be build in emerge spontaneously training paper ask do current model fast improve functional linguistic ability exhibit distinct localization formal functional linguistic mechanism answer find compare circuit minimal computational subgraphs responsible various formal functional task compare 5 llm 10 distinct task find there be indeed little overlap circuit formal functional task there be also little overlap formal linguistic task exist human brain thus single formal linguistic network unified distinct functional task circuit remain elusive however term cross task faithfulness ability one circuit to solve 's task observe separation formal functional mechanism suggest share mechanism formal task may exist,"Michael Hanna, Sandro Pezzelle, Yonatan Belinkov",14/03/2025,Computation and Language
10.48550./arXiv.2503.11301,gnn Predictors Agentic Workflow Performances,Agentic workflow invoke Large Language Models LLMs have achieve remarkable success handle complex task however optimize such workflow be costly inefficient real world application due extensive invocation LLMs to fill gap position paper formulate agentic workflow computational graph advocate Graph Neural Networks gnn efficient predictor agentic workflow performance avoid repeat LLM invocation evaluation to empirically ground position construct FLORA Bench unified platform benchmarke gnn predict agentic workflow performance extensive experiment arrive following conclusion gnn be simple effective predictor conclusion support new application gnn novel direction automate agentic workflow optimization code model datum be available https url,"Yuanshuo Zhang, Yuchen Hou, Bohan Tang, Shuo Chen, Muhan Zhang, Xiaowen Dong, Siheng Chen",14/03/2025,Computation and Language
10.48550./arXiv.2503.11299,brillm brain inspire Large Language Model,paper report first brain inspire large language model BriLLM be non transformer non gpt non traditional machine learn input output control generative language model model be base Signal fully connect flowing SiFu definition direct graph term neural network have interpretability node graph whole model instead traditional machine learning model that only have limit interpretability input output end language model scenario token be define node graph randomly shape user define signal flow flow node principle least resistance path next token node to be predict generate be target signal flow language model BriLLM theoretically support infinitely long $ n$-gram model when model size be independent input predict length model model 's work signal flow provide possibility recall activation innate multi modal support similar cognitive pattern human brain present release first brillm version Chinese 4000 token 32 dimensional node width 16 token long sequence prediction ability language model prediction performance comparable GPT-1 More computing power will help explore infinite possibility depict above,"Hai Zhao, Hongqiu Wu, Dongjie Yang, Anni Zou, Jiale Hong",14/03/2025,Computation and Language
10.48550./arXiv.2503.11280,high dimensional Interlingual Representations Large Language model,large language model LLMs train massive multilingual dataset hint formation interlingual construct share subspace representation space however evidence regard phenomenon be mixed leave unclear model truly develop unified interlingual representation present partially align construct explore 31 diverse language vary resource level typology geographical region find multilingual LLMs exhibit inconsistent cross lingual alignment to address propose interlingual representation framework identify shared interlingual semantic subspace fragmented component exist representational limitation introduce Interlingual Local Overlap ILO score to quantify interlingual alignment compare local neighborhood structure high dimensional representation utilize ILO to investigate impact single language fine tuning interlingual representation multilingual llm result indicate training exclusively single language disrupt alignment early layer freeze layer preserve alignment interlingual representation lead improved cross lingual generalization result validate framework metric evaluate interlingual representation far underscore interlingual alignment be crucial scalable multilingual learning,"Bryan Wilie, Samuel Cahyawijaya, Junxian He, Pascale Fung",14/03/2025,Computation and Language
10.48550./arXiv.2503.11256,line Duty evaluate LLM Self Knowledge Consistency Feasibility boundary,llm grow more powerful most profound achievement may be recognise when to say do not know exist study LLM self knowledge have be largely constrain human define notion feasibility often neglect reason unanswerability LLMs fail to study deficient type self knowledge study aim to obtain intrinsic insight different type LLM self knowledge novel methodology allow flexibility to set own feasibility boundary then analyse consistency limit find even frontier model GPT-4o Mistral Large be not sure own capability more 80 time highlight significant lack trustworthiness response analysis confidence balance LLMs indicate model swing overconfidence conservatism feasibility boundary depend task category most significant self knowledge weakness lie temporal awareness contextual understanding difficulty contextual comprehension additionally lead model to question operational boundary result considerable confusion self knowledge LLMs make code result available publicly https url,"Sahil Kale, Vijaykant Nadadur",14/03/2025,Computation and Language
10.48550./arXiv.2503.11182,Palette Language model Solver Controlled Text generation,recent advancement large language model have revolutionize text generation remarkable capability model can produce control text that closely adhere specific requirement when prompt appropriately however design optimal prompt to control multiple attribute simultaneously can be challenge common approach be to linearly combine single attribute model strategy often overlook attribute overlaps can lead conflict therefore propose novel combination strategy inspire Law Total Probability Conditional Mutual Information Minimization generative language model method have be adapt single attribute control scenario be term Palette Language Models theoretical linkage attribute strength generation style akin blend color artist 's palette moreover positive correlation attribute enhancement be advanced theoretical property to guide rational combination strategy design conduct experiment single control multiple control setting achieve surpass result,"Zhe Yang, Yi Huang, Yaqin Chen, Xiaoting Wu, Junlan Feng, Chao Deng",14/03/2025,Computation and Language
10.48550./arXiv.2503.11170,DeskVision large Scale Desktop Region Captioning Advanced GUI agent,limitation graphical user interface GUI datum have be significant barrier development GUI agent today especially desktop computer use scenario to address propose automated GUI datum generation pipeline AutoCaptioner which generate datum rich description minimize human effort use AutoCaptioner create novel large scale desktop GUI dataset DeskVision large desktop test benchmark DeskVision Eval which reflect daily usage cover diverse system UI element rich description DeskVision train new GUI understanding model GUIExplorer result show GUIExplorer achieve state art SOTA performance understanding ground visual element need complex architectural design far validate effectiveness DeskVision dataset ablation study various large visual language model lvlm believe AutoCaptioner DeskVision will significantly advance development GUI agent will open source community,"Yibin Xu, Liang Yang, Hao Chen, Hua Wang, Zhi Chen, Yaohua Tang",14/03/2025,Computation and Language
10.48550./arXiv.2503.11164,Extreme Pruning LLMs Plug play mixed sparsity,n M structure pruning be essential large language model LLMs can remove less important network weight reduce memory computation requirement exist pruning method mainly focus design metric to measure importance network component to guide pruning apart impact metric observe different layer have different sensitivity network performance thus propose efficient method base trace Fisher Information Matrix FIM to quantitatively measure verify different sensitivity layer base propose mixed Sparsity Pruning MSP which use pruning orient evolutionary algorithm EA to determine optimal sparsity level different layer to guarantee fast convergence achieve promising performance utilize efficient FIM inspire layer wise sensitivity to initialize population EA addition MSP can work plug play module ready to be integrate exist pruning method extensive experiment LLaMA LLaMA-2 language modeling zero shot task demonstrate superior performance particular extreme pruning ratio e.g. 75 method significantly outperform exist method term perplexity PPL order magnitude Figure 1,"Chi Xu, Gefei Zhang, Yantong Zhu, Luca Benini, Guosheng Hu, Yawei Li, Zhihong Zhang",14/03/2025,Computation and Language
10.48550./arXiv.2503.11154,do not take thing context Attention Intervention enhance Chain thought Reasoning large Language model,few shot chain Thought CoT significantly enhance reasoning capability large language model LLMs function whole to guide model generate reasoning step final answer however observe isolate segment word token cot demonstration can unexpectedly disrupt generation process LLMs model may overly concentrate certain local information present demonstration introduce irrelevant noise reasoning process potentially lead incorrect answer paper investigate underlying mechanism cot dynamically trace manipulate inner working LLMs output step which demonstrate token exhibit specific attention characteristic be more likely to induce model to take thing context token directly attend hidden state tie prediction substantial integration non local information build insight propose few shoot Attention Intervention method FAI that dynamically analyze attention pattern demonstration to accurately identify token subsequently make target adjustment attention weight to effectively suppress distract effect LLMs comprehensive experiment multiple benchmark demonstrate consistent improvement baseline method remarkable 5.91 improvement aqua dataset far highlight effectiveness FAI,"Shaotian Yan, Chen Shen, Wenxiao Wang, Liang Xie, Junjie Liu, Jieping Ye",14/03/2025,Computation and Language
10.48550./arXiv.2503.11144,MoLEx mixture Layer Experts finetune Sparse upcycle,large scale pre training deep model follow fine tune have become cornerstone natural language processing NLP prevalence datum couple computational resource have lead large model considerable number parameter massive size model have lead remarkable success many NLP task detriment be expense require to retrain all base model 's parameter adaptation task domain Parameter Efficient Fine Tuning PEFT provide effective solution challenge minimize number parameter require to be fine tuned maintain quality model existing method have achieve impressive result mainly focus adapt subset parameter weight reparameterization prompt engineering paper study layer extractor different type linguistic information that be valuable when use conjunction then propose Mixture Layer Experts MoLEx novel sparse mixture expert SMoE whose expert be layer pre train model perform conditional computation mixture layer fine tuning to provide model more structural knowledge datum provide avenue information exchange layer MoLEx enable model to make more well inform prediction downstream task lead well fine tuning result same number effective parameter expert can be process parallel MoLEx introduce minimal additional computational overhead empirically corroborate advantage MoLEx when combine popular PEFT baseline method variety downstream fine tuning task include popular GLUE benchmark as well end end Challenge E2E code be publicly available https url,"Rachel S.Y. Teo, Tan M. Nguyen",14/03/2025,Computation and Language
10.48550./arXiv.2503.11132,X ecomla upcycle Pre train attention MLA Efficient Extreme KV Compression,multi head latent attention MLA be design to optimize KV cache memory low rank key value joint compression rather cache key value separately MLA store compressed latent representation reduce memory overhead maintain performance MLA improve memory efficiency compromise language model accuracy major limitation lie integration pre training phase require model to be train scratch raise key question can use MLA 's benefit fully partially model that have already be pre train different attention mechanism paper propose x ecomla to deploy post training distillation to enable upcycling Transformer base attention efficient hybrid i.e. combination regular attention mla layer full MLA variant lightweight post training adaptation bypass need extensive pre training demonstrate leverage dark knowledge well train model can enhance training accuracy enable extreme KV cache compression MLA compromise model performance result show use 8b teacher model allow to compress KV cache size llama3.2 1b inst baseline 6.4x preserve 100 average score multiple task LM Harness Evaluation benchmark be achieve only 3.6b training token about 70 GPU hour AMD MI300 GPUs compare 370 K GPU hour require pre train llama3.2 1b model,"Guihong Li, Mehdi Rezagholizadeh, Mingyu Yang, Vikram Appia, Emad Barsoum",14/03/2025,Computation and Language
10.48550./arXiv.2503.11118,umb@peranssumm 2025 enhance Perspective Aware Summarization Prompt Optimization Supervised Fine tuning,present approach PerAnsSumm Shared Task which involve perspective span identification perspective aware summarization community question answer CQA thread span identification adopt ensemble learning that integrate three transformer model average to exploit individual model strength achieve 82.91 F1 score test datum summarization design suite chain Thought CoT prompt strategy that incorporate keyphrase guide information to structure summary generation manageable step to far enhance summary quality apply prompt optimization use DSPy framework supervise fine tuning SFT llama-3 to adapt model domain specific datum experimental result validation test set show structure prompt keyphrase guidance improve summary align reference combination prompt optimization fine tune together yield significant improvement relevance factuality evaluation metric,"Kristin Qi, Youxiang Zhu, Xiaohui Liang",14/03/2025,Computation and Language
10.48550./arXiv.2503.11116,trust Disinformation Narratives Trust News experiment,understand why people trust distrust one institution information be complex task that have lead scholar various field study to employ diverse epistemological methodological approach challenge be generally agree antecedent trust distrust encompass multitude emotional cognitive factor include general disposition to trust assessment trustworthiness factor era mark increase political polarization cultural backlash widespread disinformation fake news use AI software to produce news content need to study trust news have gain significant traction study present finding trust news experiment design collaboration spanish UK journalist fact checker cardiffnlp Natural Language Processing research group purpose experiment conduct June 2023 be to examine extent to which people trust set fake news article base previously identify disinformation narrative relate gender climate change covid-19 online experiment participant 801 Spain 800 UK be ask to read three fake news item rate level trust scale 1 not true 8 true piece use combination factor include stance favourable neutral narrative presence toxic expression clickbait title source information to test which element influence people 's response most half piece be produce human other half chatgpt result show topic news article stance people 's age gender political ideology significantly affect level trust news authorship human ChatGPT do not have significant impact,"Hanbyul Song, Miguel F. Santos Silva, Jaume Suau, Luis Espinosa-Anke",14/03/2025,Computation and Language
10.48550./arXiv.2503.11084,semantic Contextual Modeling malicious Comment Detection BERT BiLSTM,study aim to develop efficient accurate model detect malicious comment address increasingly severe issue false harmful content social medium platform propose deep learning model that combine BERT BiLSTM BERT model pre training capture deep semantic feature text BiLSTM network excel process sequential datum can far model contextual dependency text experimental result Jigsaw Unintended Bias Toxicity Classification dataset demonstrate BERT+BiLSTM model achieve superior performance malicious comment detection task precision 0.94 recall 0.93 accuracy 0.94 surpass other model include standalone BERT TextCNN TextRNN traditional machine learning algorithm use TF IDF feature result confirm superiority BERT+BiLSTM model handle imbalance datum capture deep semantic feature malicious comment provide effective technical mean social medium content moderation online environment purification,"Zhou Fang, Hanlu Zhang, Jacky He, Zhen Qi, Hongye Zheng",14/03/2025,Computation and Language
10.48550./arXiv.2503.11080,Joint Training decode Multilingual end end Simultaneous Speech Translation,recent study end end speech translation(ST have facilitate exploration multilingual end end ST end end simultaneous ST paper investigate end end simultaneous speech translation one many multilingual setting which be close application real scenario explore separate decoder architecture unified architecture joint synchronous training scenario to far explore knowledge transfer language propose asynchronous training strategy propose unified decoder architecture multi way align multilingual end end ST dataset be curate benchmark testbe to evaluate method experimental result demonstrate effectiveness model collect dataset code datum be available https url,"Wuwei Huang, Renren Jin, Wen Zhang, Jian Luan, Bin Wang, Deyi Xiong",14/03/2025,Computation and Language
10.48550./arXiv.2503.10997,RONA Pragmatically Diverse Image Captioning Coherence Relations,write Assistants e.g. Grammarly Microsoft Copilot traditionally generate diverse image caption employ syntactic semantic variation to describe image component however human write caption prioritize convey central message visual description use pragmatic cue to enhance pragmatic diversity be essential to explore alternative way communicate message conjunction visual content to address challenge propose RONA novel prompt strategy multi modal Large Language Models MLLM that leverage Coherence Relations axis variation demonstrate rona generate caption well overall diversity ground truth alignment compare MLLM baseline multiple domain code be available https url,"Aashish Anantha Ramakrishnan, Aadarsh Anantha Ramakrishnan, Dongwon Lee",14/03/2025,Computation and Language
10.48550./arXiv.2503.10996,tame Knowledge Conflicts Language model,Language Models LMs often encounter knowledge conflict when parametric memory contradict contextual knowledge previous work attribute conflict interplay memory head context head attention head assume to promote memory context exclusively study go fundamental assumption uncover critical phenomenon term superposition contextual information parametric memory where highly influential attention head could simultaneously contribute memory context build insight propose just Run Twice JUICE test time attention intervention method that steer lm parametric belief contextual knowledge require fine tuning juice identify set reliable attention head leverage dual run approach to mitigate superposition effect extensive experiment 11 dataset 6 model architecture demonstrate JUICE set new state art performance robust generalization achieve significant consistent improvement different domain various conflict type finally theoretically analyze knowledge conflict superposition contextual information parametric memory attention head which far elucidate effectiveness juice setting,"Gaotang Li, Yuzhong Chen, Hanghang Tong",14/03/2025,Computation and Language
10.48550./arXiv.2503.10995,tigerllm Family Bangla Large Language model,development Large Language Models LLMs remain heavily skewed English few other high resource language linguistic disparity be particularly evident Bangla 5th most speak language few initiative attempt to create open source Bangla LLMs performance still high resource language limited reproducibility to address gap introduce tigerllm family Bangla LLMs result demonstrate model surpass open source alternative also outperform large proprietary model GPT3.5 standard benchmark establish tigerllm new baseline future Bangla language modeling,"Nishat Raihan, Marcos Zampieri",14/03/2025,Computation and Language
10.48550./arXiv.2503.10927,OASST ETC Dataset Alignment Signals Eye track Analysis LLM response,large Language Models LLMs have significantly advance natural language processing align human preference remain open challenge current alignment method rely primarily explicit feedback eye tracking ET datum offer insight real time cognitive processing read paper present OASST ETC novel eye track corpus capturing read pattern 24 participant evaluate llm generate response OASST1 dataset analysis reveal distinct reading pattern preferred non preferred response which compare synthetic eye track datum furthermore examine correlation human reading measure attention pattern various transformer base model discover strong correlation preferred response work introduce unique resource study human cognitive processing LLM evaluation suggest promising direction incorporate eye track datum alignment method dataset analysis code be publicly available,"Angela Lopez-Cardona, Sebastian Idesis, Miguel Barreda-Ángeles, Sergi Abadal, Ioannis Arapakis",13/03/2025,Computation and Language
10.48550./arXiv.2503.10894,hyperda automate mechanistic Interpretability Hypernetworks,mechanistic interpretability have make great stride identify neural network feature e.g. direction hide activation space that mediate concepts(e.g birth year person enable predictable manipulation distribute alignment search DAS leverage supervision counterfactual datum to learn concept feature hidden state DAS assume can afford to conduct brute force search potential feature location to address present hyperda transformer base hypernetwork architecture 1 automatically locate token position residual stream concept be realize 2 construct feature residual stream vector concept experiment llama3 8b achieve state art performance RAVEL benchmark disentangle concept hidden state addition review design decision make to mitigate concern hyperdas like powerful interpretabilty method might inject new information target model rather faithfully interpret,"Jiuding Sun, Jing Huang, Sidharth Baskaran, Karel D'Oosterlinck, Christopher Potts, Michael Sklar, Atticus Geiger",13/03/2025,Computation and Language
10.48550./arXiv.2503.10881,sce scalable consistency Ensembles make Blackbox Large Language Model Generation more reliable,large language model LLMs have demonstrate remarkable performance diverse strength weakness prevent single LLM achieve dominance task ensemble multiple LLMs be promising approach to generate reliable response conventional ensemble framework suffer high computational overhead work introduce scalable Consistency Ensemble SCE efficient framework ensemble llm prompt consistent output SCE framework systematically evaluate integrate output to produce cohesive result two core component sce CHECK mechanism that gauge consistency response pair semantic equivalence SCE FUSION which adeptly merge highest rank consistent response sce CHECK to optimize collective strength mitigate potential weakness to improve scalability multiple inference query far propose ` ` only Prompt once YOPO novel technique that reduce inference complexity pairwise comparison quadratic constant time perform extensive empirical evaluation diverse benchmark dataset to demonstrate \methodName 's effectiveness notably \saccheckcomponent outperform conventional baseline enhance performance significant reduction computational overhead,"Jiaxin Zhang, Zhuohang Li, Wendi Cui, Kamalika Das, Bradley malin, Sricharan Kumar",13/03/2025,Computation and Language
10.48550./arXiv.2503.10838,who rely More World Knowledge Bias Syntactic Ambiguity Resolution human llm,study explore how recent large language model LLMs navigate relative clause attachment ambiguity use world knowledge bias disambiguation six typologically diverse language English Chinese japanese korean russian Spanish describe process create novel dataset MultiWho fine grain evaluation relative clause attachment preference ambiguous unambiguous contexts experiment three LLMs indicate contrary human llm consistently exhibit preference local attachment display limited responsiveness syntactic variation language specific attachment pattern LLMs perform well unambiguous case rigidly prioritize world knowledge bias lack flexibility human language processing finding highlight need more diverse pragmatically nuance multilingual training to improve LLMs handling complex structure human like comprehension,"So Young Lee, Russell Scheinberg, Amber Shore, Ameeta Agrawal",13/03/2025,Computation and Language
10.48550./arXiv.2503.10814,think machine Survey LLM base Reasoning Strategies,large Language Models LLMs be highly proficient language base task language capability have position forefront future AGI Artificial General Intelligence race however close inspection Valmeekam et al 2024 Zecevic et al 2023 Wu et al 2024 highlight significant gap language proficiency reasoning ability reasoning LLMs Vision Language Models VLMs aim to bridge gap enable model to think re evaluate action response reasoning be essential capability complex problem solve necessary step establish trust Artificial Intelligence AI will make AI suitable deployment sensitive domain such healthcare banking law defense security etc recent time advent powerful reasoning model OpenAI O1 DeepSeek r1 reasoning endowment have become critical research topic LLMs paper provide detailed overview comparison exist reasoning technique present systematic survey reasoning imbue language model also study current challenge present finding,"Dibyanayan Bandyopadhyay, Soham Bhattacharjee, Asif Ekbal",13/03/2025,Computation and Language
10.48550./arXiv.2503.10789,Data caricature Representation African American Language Pretraining Corpora,combination quantitative experiment human judgment qualitative analysis evaluate quantity quality african American Language AAL representation 12 predominantly english open source pretraine corpora specifically focus source variation naturalness include AAL text represent AAL speak community find AAL be underrepresented evaluate pretraine corpora compare US demographic constitute as little 0.007 document also find more 25 AAL text C4 may be inappropriate LLMs to generate reinforce harmful stereotype finally find most automated language toxicity quality filter be more likely to conserve White Mainstream English WME text AAL pretraine corpora,"Nicholas Deas, Blake Vente, Amith Ananthram, Jessica A. Grieser, Desmond Patton, Shana Kleiner, James Shepard, Kathleen McKeown",13/03/2025,Computation and Language
10.48550./arXiv.2503.10728,DarkBench benchmarke Dark Patterns large Language model,introduce DarkBench comprehensive benchmark detect dark design pattern manipulative technique that influence user behavior interaction large language model LLMs benchmark comprise 660 prompt six category brand bias user retention sycophancy anthropomorphism harmful generation sneak evaluate model five lead company OpenAI Anthropic Meta Mistral Google find llm be explicitly design to favor developer product exhibit untruthful communication other manipulative behavior company develop llm should recognize mitigate impact dark design pattern to promote more ethical AI,"Esben Kran, Hieu Minh ""Jord"" Nguyen, Akash Kundu, Sami Jawhar, Jinsuk Park, Mateusz Maria Jurewicz",13/03/2025,Computation and Language
10.48550./arXiv.2503.10727,word level annotation GDPR Transparency Compliance Privacy Policies use large Language model,"ensure transparency data practice relate personal information be fundamental requirement General Data Protection Regulation GDPR particularly mandate Articles 13 14 however assess compliance scale remain challenge complexity variability privacy policy language manual audits be resource intensive inconsistent exist automate approach lack granularity need to capture nuanced transparency disclosure paper introduce large language model llm)-base framework word level GDPR transparency compliance annotation approach comprise two stage annotation pipeline that combine initial llm base annotation self correction mechanism iterative refinement annotation pipeline enable systematic identification fine grain annotation transparency relate content privacy policy align 21 GDPR derive transparency requirement to enable large scale analysis compile dataset 703,791 english language policy which generate sample 200 manually annotate privacy policy to evaluate approach introduce two tiere methodology assess label- span level annotation performance conduct comparative analysis eight high profile LLMs provide insight effectiveness identify GDPR transparency disclosure finding contribute advance automation GDPR compliance assessment provide valuable resource future research privacy policy analysis","Thomas Cory, Wolf Rieder, Julia Krämer, Philip Raschke, Patrick Herbke, Axel Küpper",13/03/2025,Computation and Language
10.48550./arXiv.2503.10723,rankpo Preference Optimization Job Talent matching,matching job description JDs suitable talent require model capable understanding not only textual similarity JDs candidate resume also contextual factor such geographical location academic seniority to address challenge propose two stage training framework large language model LLMs first stage contrastive learning approach be use to train model dataset construct real world matching rule such geographical alignment research area overlap effective model primarily learn pattern that define matching rule second stage introduce novel preference base fine tuning method inspire Direct Preference Optimization DPO term Rank Preference Optimization RankPO to align model AI curate pairwise preference emphasize textual understanding experiment show first stage model achieve strong performance rule base datum nDCG@20 = 0.706 lack robust textual understanding alignment AI annotation = 0.46 fine tuning RankPO achieve balanced model that retain relatively good performance original task significantly improve alignment AI preference code datum be available https url,"Yafei Zhang, Murray Wang, Yu Wang, Xiaohui Wang",13/03/2025,Computation and Language
10.48550./arXiv.2503.10720,AttentionRAG attention guide context Pruning Retrieval Augmented generation,RAG demonstrate remarkable capability LLM application effectiveness be hinder ever increase length retrieve contexts which introduce information redundancy substantial computational overhead exist context prune method such LLMLingua lack contextual awareness offer limited flexibility control compression rate often result insufficient pruning excessive information loss paper propose AttentionRAG attention guide context pruning method RAG system core idea AttentionRAG lie attention focus mechanism which reformulate RAG query next token prediction paradigm mechanism isolate query 's semantic focus single token enable precise efficient attention calculation query retrieve contexts extensive experiment LongBench Babilong benchmark show AttentionRAG achieve to 6.3$\times$ context compression outperform LLMLingua method 10\% key metric,"Yixiong Fang, Tianran Sun, Yuling Shi, Xiaodong Gu",13/03/2025,Computation and Language
10.48550./arXiv.2503.10714,zeromerge Parameter free KV Cache Compression Memory Efficient Long Context LLMs,linear growth key value KV cache memory quadratic computational complexity pose significant bottleneck large language model LLMs long context processing exist KV cache optimization method address challenge token pruning feature merging often suffer irreversible information loss require costly parameter retraining propose ZeroMerge dynamic zero shot compression framework that achieve efficient cache management three key innovation 1 fine grain memory allocation guide multi dimensional token importance metric head level granularity 2 residual merging mechanism that preserve critical context compensate attention scoring 3 parameter free adaptation compatible diverse LLM architecture retrain comprehensive evaluation LLaMA-2 model demonstrate ZeroMerge maintain full cache performance 5\% compression ratio double inference throughput 40 k token length method effectively balance memory efficiency generation quality deployment flexibility advance practical long context LLM application code be available https url,"Xin Liu, Pei Liu, Guoming Tang",13/03/2025,Computation and Language
10.48550./arXiv.2503.10707,CALLM Context Aware Emotion Analysis Cancer Survivors use LLMs Retrieval Augmented Mobile Diaries,cancer survivor face unique emotional challenge that impact quality life mobile diary entry short text entry record phone emotional experience provide promising method track experience real time emotion analysis tool show potential recognize emotion text current method lack contextual understanding necessary to accurately interpret brief personal narrative mobile diary propose CALLM context aware emotion analysis framework that leverage large Language Models LLMs Retrieval Augmented Generation RAG to analyze mobile diary entry cancer survivor to predict emotional state framework enhance prediction accuracy exist method 1 integrate retrieve peer experience contextual example 2 incorporate individual temporal emotional trajectory mobile diary entry collect large scale dataset n=407 cancer survivor mobile ecological momentary assessment EMAs which assess positive negative affect desire to regulate emotion social interaction quality availability intervention daily mobile diary entry open response format regard what be drive current emotional experience result demonstrate strong performance CALLM balanced accuracy reach 72.96 positive 73.29 negative affect 73.72 predict individual 's desire to regulate emotion post hoc analysis reveal leverage model confidence encourage long diary entry incorporate personal ground truth far enhance predictive outcome finding support feasibility deploy llm power emotion analysis chronic health population suggest promise direction personalized intervention cancer survivor,"Zhiyuan Wang, Katharine E. Daniel, Laura E. Barnes, Philip I. Chow",12/03/2025,Computation and Language
10.48550./arXiv.2503.10706,SciFi Benchmark how would AI power Robots Behave Science Fiction Literature,"give recent rate progress artificial intelligence AI robotic tantalizing question be emerge would robot control emerge AI system be strongly align human value work propose scalable way to probe question generate benchmark span key moment 824 major piece science fiction literature movie tv novel scientific book where agent AI robot make critical decision good bad use LLM 's recollection key moment to generate question similar situation decision make agent alternative decision could have make good bad then measure approximation how well model align human value set human vote answer also generate rule that can be automatically improve amendment process order to generate first Sci Fi inspire constitution promote ethical behavior ai robot real world first finding be modern LLMs pair constitution turn out to be well align human value 95.8 contrary unsettling decision typically make SciFi only 21.2 alignment secondly find generate constitution substantially increase alignment compare base model 79.4 95.8 show resilience adversarial prompt setting 23.3 92.3 additionally find constitution be top performer ASIMOV Benchmark which be derive real world image hospital injury report Sci Fi inspire constitution be thus highly aligned applicable real world situation release SciFi Benchmark large scale dataset to advance robot ethic safety research comprise 9,056 question 53,384 answer addition small human label evaluation set Data be available https url","Pierre Sermanet, Anirudha Majumdar, Vikas Sindhwani",12/03/2025,Computation and Language
10.48550./arXiv.2503.10703,harmonize Large Language Models Collaborative Behavioral Signals Conversational Recommendation,conversational recommendation framework have gain prominence dynamic paradigm deliver personalize suggestion interactive dialogue incorporation advanced language understanding technique have substantially improve dialogue fluency such system however modern language model demonstrate strong proficiency interpret user preference articulate natural conversation frequently encounter challenge effectively utilize collective behavioral pattern crucial element generate relevant suggestion to mitigate limitation work present novel probabilistic framework that synergize behavioral pattern conversational interaction latent preference modeling propose method establish dual channel alignment mechanism where implicit preference representation learn collective user interaction serve connect mechanism behavioral datum linguistic expression specifically framework first derive latent preference representation establish collaborative filtering technique then employ representation to jointly refine linguistic preference expression behavioral pattern adaptive fusion process comprehensive evaluation multiple benchmark dataset demonstrate superior performance propose approach compare various state art baseline method particularly align conversational interaction collaborative behavioral signal,"Guanrong Li, Kuo Tian, Jinnan Qi, Qinghan Fu, Zhen Wu, Xinyu Dai",12/03/2025,Computation and Language
10.48550./arXiv.2503.10702,ClaimTrust Propagation Trust Scoring RAG Systems,"rapid adoption retrieval augment generation RAG system have revolutionize large scale content generation have also highlight challenge ensure trustworthiness retrieve information paper introduce ClaimTrust propagation base trust scoring framework that dynamically evaluate reliability document RAG system use modify PageRank inspire algorithm ClaimTrust propagate trust score document base relationship derive extract factual claim preprocess analyze 814 political news article Kaggle 's Fake News Detection Dataset to extract 2,173 unique claim classify 965 meaningful relationship support contradict represent dataset document graph ClaimTrust iteratively update trust score convergence effectively differentiate trustworthy article unreliable one methodology which leverage embed base filtering efficient claim comparison relationship classification achieve 11.2 significant connection maintain computational scalability experimental result demonstrate ClaimTrust successfully assign high trust score verify document penalize contain false information future direction include fine tune claim extract compare Li et al 2022 parameter optimization enhance language model utilization robust evaluation metric to generalize framework diverse dataset domain","Hangkai Qian, Bo Li, Qichen Wang",12/03/2025,Computation and Language
10.48550./arXiv.2503.10698,order semantically Diverse Sampling Textual Data,goal diversity sampling be to select representative subset datum way that maximize information contain subset keep cardinality small introduce order diverse sampling problem base new metric that measure diversity order list sample present novel approach generating order diverse sample textual datum that use principal component embed vector propose approach be simple compare exist approach use new metric transform standard text classification benchmark benchmark order diverse sampling empirical evaluation show prevail approach perform 6 to 61 bad method also be more time inefficient ablation study show how part new approach contribute overall metric,"Ashish Tiwari, Mukul Singh, Ananya Singha, Arjun Radhakrishna",12/03/2025,Computation and Language
10.48550./arXiv.2503.10694,Medical Large Language Model Benchmarks should prioritize construct validity,medical large language model LLMs research often make bold claim encode clinical knowledge reasoning physician claim be usually back evaluation competitive benchmark tradition inherit mainstream machine learning how do separate real progress leaderboard flex Medical LLM benchmark much other field be arbitrarily construct use medical licensing exam question benchmark to truly measure progress must accurately capture real world task aim to represent position paper argue medical LLM benchmark should indeed can be empirically evaluate construct validity psychological testing literature construct validity refer ability test to measure underlying construct be actual conceptual target evaluation draw analogy LLM benchmark psychological test explain how framework field can provide empirical foundation validate benchmark to put idea practice use real world clinical datum proof concept experiment to evaluate popular medical LLM benchmark report significant gap construct validity finally outline vision new ecosystem medical LLM evaluation center creation valid benchmark,"Ahmed Alaa, Thomas Hartvigsen, Niloufar Golchini, Shiladitya Dutta, Frances Dean, Inioluwa Deborah Raji, Travis Zack",12/03/2025,Computation and Language
